name,year,county,time,pop,seed,sheep,lynx,lynx1,wolf,wolf1,popst,red,north,east,north2,east2
Kronob,11,20,84,16.8,14239,5366,0,0,0,0,"157,965",83.4,184,224,339,502
Kristian,11,21,84,36.1,31936,4352,0,0,0,0,"228,307",100.1,103,170,106,289
Blek,11,22,84,48.9,21563,3189,0,0,0,0,"149,359",78.9,120,263,144,692
Malmo,11,23,84,90.5,62824,8193,0,0,0,0,"457,214",79.2,58,136,34,185
Norrb,12,1,85,1.5,316,366,0.009,0.028,0.208,0.349,"161,132",8.8,1439,513,20707,2632
Vasterb,12,2,85,2.7,923,880,0.051,0.034,0,0,"161,366",14.4,1179,415,13900,1722
Jamt,12,3,85,2.2,400,1241,0.129,0.314,0.037,0.055,"118,115",16.3,976,222,9526,493
Vastern,12,4,85,10.8,2383,2633,0.216,0.087,0,0,"250,512",17.8,962,387,9254,1498
Gavle,12,5,85,12.8,3740,4081,0,0,0,0,"253,792",49.3,756,336,5715,1129
Koppar,12,6,85,7.7,3313,1594,0,0,0,0,"233,873",18.5,696,221,4844,488
Varm,12,7,85,13.4,9709,1365,0,0,0,0,"260,135",30.3,564,140,3181,196
Upps,12,8,85,17.8,17050,4266,0,0,0,0,"128,171",100.2,588,422,3457,1781
Vastml,12,9,85,23.6,19378,4357,0,0,0,0,"155,920",90.3,557,337,3102,1136
Stock,12,10,85,84.2,19248,3978,0,0,0,0,"571,504",98.1,519,453,2694,2052
Orebro,12,11,85,22.2,14239,1539,0,0,0,0,"207,021",12.4,499,254,2490,645
Soderml,12,12,85,27,21550,2656,0,0,0,0,"178,568",96.6,463,361,2144,1303
Skara,12,13,85,29.4,48391,6091,0,0,0,0,"241,284",112.8,382,170,1459,289
Alvsb,12,14,85,23.2,21179,3180,0,0,0,0,"287,692",116.9,352,101,1239,102
Goteborg,12,15,85,71.7,19319,4095,0,0,0,0,"381,270",88.3,381,44,1452,19
Ostergl,12,16,85,25.3,21162,4800,0,0,0,0,"294,179",156.8,375,302,1406,912
Kalmar,12,17,85,19.5,15652,7467,0,0,0,0,"228,129",85.9,237,323,562,1043
Jonk,12,18,85,20,17987,8566,0,0,0,0,"214,454",62.5,269,217,724,471
Halland,12,19,85,25.7,26414,5080,0,0,0,0,"147,224",92.1,208,107,433,114
Kronob,12,20,85,16.8,14263,5456,0,0,0,0,"157,965",75.3,184,224,339,502
Kristian,12,21,85,36.1,32924,4479,0,0,0,0,"228,307",81.7,103,170,106,289
Blek,12,22,85,48.9,21852,3536,0,0,0,0,"149,359",71.7,120,263,144,692
Malmo,12,23,85,90.5,64117,8151,0,0,0,0,"457,214",64.7,58,136,34,185
Norrb,13,1,86,1.6,306,383,0.028,0.009,0.283,0.208,"174,227",6,1439,513,20707,2632
Vasterb,13,2,86,2.9,922,897,0.034,0.051,0,0,"170,299",11.3,1179,415,13900,1722
Jamt,13,3,86,2.3,410,1249,0.018,0.129,0.24,0.037,"124,541",7.9,976,222,9526,493
Vastern,13,4,86,11.2,2416,2676,0.087,0.216,0,0,"259,826",10.3,962,387,9254,1498
Gavle,13,5,86,13.2,3849,4070,0,0,0,0,"260,586",0.7,756,336,5715,1129
Koppar,13,6,86,8,3361,1602,0,0,0,0,"242,349",13.1,696,221,4844,488
Varm,13,7,86,13.4,9702,1384,0,0,0,0,"260,447",22,564,140,3181,196
Upps,13,8,86,18.4,17346,4210,0,0,0,0,"132,400",103.9,588,422,3457,1781
Vastml,13,9,86,24.6,19828,4132,0,0,0,0,"162,774",93,557,337,3102,1136
Stock,13,10,86,91.4,19503,3959,0,0,0,0,"620,657",100.6,519,453,2694,2052
Orebro,13,11,86,22.7,14666,1557,0,0,0,0,"212,113",18.2,499,254,2490,645
Soderml,13,12,86,27.8,22166,2660,0,0,0,0,"183,839",75.7,463,361,2144,1303
Skara,13,13,86,29.3,48995,6282,0,0,0,0,"241,026",124.1,382,170,1459,289
Alvsb,13,14,86,23.7,21419,3348,0,0,0,0,"293,577",123.7,352,101,1239,102
Goteborg,13,15,86,76.3,20107,4181,0,0,0,0,"406,112",76.1,381,44,1452,19
Ostergl,13,16,86,25.8,21578,4864,0,0,0,0,"300,165",96.8,375,302,1406,912
Kalmar,13,17,86,19.5,16065,7612,0,0,0,0,"227,622",99.5,237,323,562,1043
Jonk,13,18,86,20.5,18289,8680,0,0,0,0,"219,895",52.8,269,217,724,471
Halland,13,19,86,25.8,27109,5190,0,0,0,0,"147,296",79.9,208,107,433,114
Kronob,13,20,86,16.6,14287,5547,0,0,0,0,"156,596",80.8,184,224,339,502
Kristian,13,21,86,37.2,33911,4607,0,0,0,0,"234,994",93.1,103,170,106,289
Blek,13,22,86,49.1,22141,3882,0,0,0,0,"150,055",77.9,120,263,144,692
Malmo,13,23,86,94.2,65411,8109,0,0,0,0,"475,893",56.8,58,136,34,185
Norrb,14,1,87,1.6,297,387,0.075,0.028,0.679,0.283,"174,227",5.9,1439,513,20707,2632
Vasterb,14,2,87,2.9,920,1071,0.034,0.034,0.219,0,"170,299",7,1179,415,13900,1722
Jamt,14,3,87,2.3,420,1334,0.074,0.018,0.111,0.24,"124,541",10.9,976,222,9526,493
Vastern,14,4,87,11.2,2448,2770,0,0.087,0,0,"259,826",10.6,962,387,9254,1498
Gavle,14,5,87,13.2,3958,3969,0,0,0,0,"260,586",0.1,756,336,5715,1129
Koppar,14,6,87,8,3409,1613,0,0,0,0,"242,349",22.7,696,221,4844,488
Varm,14,7,87,13.4,9696,1490,0,0,0,0,"260,447",22.1,564,140,3181,196
Upps,14,8,87,18.4,17642,4233,0,0,0,0,"132,400",170.1,588,422,3457,1781
Vastml,14,9,87,24.6,20278,3877,0,0,0,0,"162,774",20.7,557,337,3102,1136
Stock,14,10,87,91.4,19757,3618,0,0,0,0,"620,657",114.2,519,453,2694,2052
Orebro,14,11,87,22.7,15093,1527,0,0,0,0,"212,113",23.4,499,254,2490,645
Soderml,14,12,87,27.8,22782,2608,0,0,0,0,"183,839",105.2,463,361,2144,1303
Skara,14,13,87,29.3,49599,6620,0,0,0,0,"241,026",161.1,382,170,1459,289
Alvsb,14,14,87,23.7,21659,3465,0,0,0,0,"293,577",133.4,352,101,1239,102
Goteborg,14,15,87,76.3,20896,4559,0,0,0,0,"406,112",78,381,44,1452,19
Ostergl,14,16,87,25.8,21993,5111,0,0,0,0,"300,165",125.4,375,302,1406,912
Kalmar,14,17,87,19.5,16478,7761,0,0,0,0,"227,622",127.2,237,323,562,1043
Jonk,14,18,87,20.5,18590,8077,0,0,0,0,"219,895",76.7,269,217,724,471
Halland,14,19,87,25.8,27803,5483,0,0,0,0,"147,296",82.7,208,107,433,114
Kronob,14,20,87,16.6,14311,5838,0,0,0,0,"156,596",86.5,184,224,339,502
Kristian,14,21,87,37.2,34899,4872,0,0,0,0,"234,994",105.9,103,170,106,289
Blek,14,22,87,49.1,22430,4365,0,0,0,0,"150,055",88.4,120,263,144,692
Malmo,14,23,87,94.2,66704,8047,0,0,0,0,"475,893",60.6,58,136,34,185
Norrb,15,1,88,1.6,287,390,0.038,0.075,0.302,0.679,"174,227",5.2,1439,513,20707,2632
Vasterb,15,2,88,2.9,919,1138,0.084,0.034,0.084,0.219,"170,299",6.6,1179,415,13900,1722
Jamt,15,3,88,2.3,431,1349,0.111,0.074,0.222,0.111,"124,541",11.8,976,222,9526,493
Vastern,15,4,88,11.2,2481,2985,0,0,0,0,"259,826",11.4,962,387,9254,1498
Gavle,15,5,88,13.2,4067,3728,0,0,0,0,"260,586",7.3,756,336,5715,1129
Koppar,15,6,88,8,3457,1507,0,0,0,0,"242,349",28.5,696,221,4844,488
Varm,15,7,88,13.4,9689,1525,0,0,0,0,"260,447",27.2,564,140,3181,196
Upps,15,8,88,18.4,17938,3901,0,0,0,0,"132,400",107.1,588,422,3457,1781
Vastml,15,9,88,24.6,20728,3688,0,0,0,0,"162,774",19.7,557,337,3102,1136
Stock,15,10,88,91.4,20012,3535,0,0,0,0,"620,657",124.9,519,453,2694,2052
Orebro,15,11,88,22.7,15520,1561,0,0,0,0,"212,113",19.6,499,254,2490,645
Soderml,15,12,88,27.8,23397,2512,0,0,0,0,"183,839",100.8,463,361,2144,1303
Skara,15,13,88,29.3,50203,6830,0,0,0,0,"241,026",124.2,382,170,1459,289
Alvsb,15,14,88,23.7,21899,3585,0,0,0,0,"293,577",153.9,352,101,1239,102
Goteborg,15,15,88,76.3,21685,4901,0,0,0,0,"406,112",75.6,381,44,1452,19
Ostergl,15,16,88,25.8,22409,5155,0,0,0,0,"300,165",95,375,302,1406,912
Kalmar,15,17,88,19.5,16891,8038,0,0,0,0,"227,622",72.6,237,323,562,1043
Jonk,15,18,88,20.5,18892,8019,0,0,0,0,"219,895",79.7,269,217,724,471
Halland,15,19,88,25.8,28498,5814,0,0,0,0,"147,296",85.7,208,107,433,114
Kronob,15,20,88,16.6,14335,5742,0,0,0,0,"156,596",95,184,224,339,502
Kristian,15,21,88,37.2,35886,4890,0,0,0,0,"234,994",112.7,103,170,106,289
Blek,15,22,88,49.1,22719,4695,0,0,0,0,"150,055",114.9,120,263,144,692
Malmo,15,23,88,94.2,67998,7758,0,0,0,0,"475,893",79.4,58,136,34,185
Norrb,16,1,89,1.6,278,729,0.028,0.038,0.208,0.302,"174,227",8.2,1439,513,20707,2632
Vasterb,16,2,89,2.9,918,1780,0.067,0.084,0.034,0.084,"170,299",10.9,1179,415,13900,1722
Jamt,16,3,89,2.3,441,1657,0.129,0.111,0.148,0.222,"124,541",19.6,976,222,9526,493
Vastern,16,4,89,11.2,2513,4405,0.043,0,0,0,"259,826",13.3,962,387,9254,1498
Gavle,16,5,89,13.2,4176,3266,0,0,0,0,"260,586",4.4,756,336,5715,1129
Koppar,16,6,89,8,3505,1765,0,0,0.033,0,"242,349",25.9,696,221,4844,488
Varm,16,7,89,13.4,9682,2682,0,0,0,0,"260,447",29.2,564,140,3181,196
Upps,16,8,89,18.4,18234,3292,0,0,0,0,"132,400",123.8,588,422,3457,1781
Vastml,16,9,89,24.6,21178,2672,0,0,0,0,"162,774",27.8,557,337,3102,1136
Stock,16,10,89,91.4,20267,3262,0,0,0,0,"620,657",84.1,519,453,2694,2052
Orebro,16,11,89,22.7,15946,2067,0,0,0,0,"212,113",18.7,499,254,2490,645
Soderml,16,12,89,27.8,24013,2040,0,0,0,0,"183,839",124.4,463,361,2144,1303
Skara,16,13,89,29.3,50807,8241,0,0,0,0,"241,026",132.6,382,170,1459,289
Alvsb,16,14,89,23.7,22139,4555,0,0,0,0,"293,577",134,352,101,1239,102
Goteborg,16,15,89,76.3,22474,6036,0,0,0,0,"406,112",74.1,381,44,1452,19
Ostergl,16,16,89,25.8,22824,5641,0,0,0,0,"300,165",96.9,375,302,1406,912
Kalmar,16,17,89,19.5,17304,9613,0,0,0,0,"227,622",99.5,237,323,562,1043
Jonk,16,18,89,20.5,19194,9138,0,0,0,0,"219,895",64.6,269,217,724,471
Halland,16,19,89,25.8,29193,8029,0,0,0,0,"147,296",93.7,208,107,433,114
Kronob,16,20,89,16.6,14359,6678,0,0,0,0,"156,596",91.4,184,224,339,502
Kristian,16,21,89,37.2,36874,6839,0,0,0,0,"234,994",93.9,103,170,106,289
Blek,16,22,89,49.1,23008,6653,0,0,0,0,"150,055",91.3,120,263,144,692
Malmo,16,23,89,94.2,69292,7128,0,0,0,0,"475,893",102.6,58,136,34,185
Norrb,17,1,90,1.6,268,720,0.038,0.028,0.113,0.208,"174,227",5,1439,513,20707,2632
Vasterb,17,2,90,2.9,916,1808,0.152,0.067,0.034,0.034,"170,299",11.3,1179,415,13900,1722
Jamt,17,3,90,2.3,451,1778,0.148,0.129,0.129,0.148,"124,541",14.8,976,222,9526,493
Vastern,17,4,90,11.2,2546,4795,0,0.043,0,0,"259,826",10.4,962,387,9254,1498
Gavle,17,5,90,13.2,4285,3723,0,0,0,0,"260,586",6.5,756,336,5715,1129
Koppar,17,6,90,8,3553,2110,0,0,0,0.033,"242,349",23.8,696,221,4844,488
Varm,17,7,90,13.4,9675,2988,0,0,0,0,"260,447",28.7,564,140,3181,196
Upps,17,8,90,18.4,18530,3777,0,0,0,0,"132,400",114.5,588,422,3457,1781
Vastml,17,9,90,24.6,21627,3245,0,0,0,0,"162,774",34.3,557,337,3102,1136
Stock,17,10,90,91.4,20522,3887,0,0,0,0,"620,657",31.8,519,453,2694,2052
Orebro,17,11,90,22.7,16373,2541,0,0,0,0,"212,113",71,499,254,2490,645
Soderml,17,12,90,27.8,24629,2536,0,0,0,0,"183,839",141.7,463,361,2144,1303
Skara,17,13,90,29.3,51411,9358,0,0,0,0,"241,026",182.7,382,170,1459,289
Alvsb,17,14,90,23.7,22379,5628,0,0,0,0,"293,577",170.2,352,101,1239,102
Goteborg,17,15,90,76.3,23263,7519,0,0,0,0,"406,112",78.4,381,44,1452,19
Ostergl,17,16,90,25.8,23240,6324,0,0,0,0,"300,165",107.1,375,302,1406,912
Kalmar,17,17,90,19.5,17717,10268,0,0,0,0,"227,622",64.9,237,323,562,1043
Jonk,17,18,90,20.5,19495,9905,0,0,0,0,"219,895",92.9,269,217,724,471
Halland,17,19,90,25.8,29888,9426,0,0,0,0,"147,296",96.5,208,107,433,114
Kronob,17,20,90,16.6,14383,7711,0,0,0,0,"156,596",97.1,184,224,339,502
Kristian,17,21,90,37.2,37861,8507,0,0,0,0,"234,994",92.9,103,170,106,289
Blek,17,22,90,49.1,23297,8095,0,0,0,0,"150,055",75.6,120,263,144,692
Malmo,17,23,90,94.2,70585,9105,0,0,0,0,"475,893",98,58,136,34,185
